sector_id,gouvernorat,gov_type,zone_type,lat,lon,population,nb_menages,taille_menage,surface_km2,densite_pop,nb_food_poi,nb_bennes_org,dist_centre,zone_coeff,nb_chiens,risk_class
MON_0044,Monastir,urban,commercial,35.67641,10.86844,12101,3115,3.88,2.0,6050.6,24,6,0.844,1.6,1692,2
MON_0045,Monastir,urban,residential,35.74115,10.82327,12191,3006,4.06,0.886,13764.0,4,11,0.655,1.0,1591,2
MON_0046,Monastir,urban,commercial,35.7323,10.794,6222,1647,3.78,0.75,8298.3,34,14,0.298,1.6,761,2
MON_0047,Monastir,urban,commercial,35.83622,10.72838,13262,3914,3.39,0.954,13902.1,33,15,0.633,1.6,2386,2
MON_0048,Monastir,urban,park,35.70494,10.78087,10979,3233,3.4,1.257,8733.4,2,21,0.508,0.9,651,1
MON_0049,Monastir,urban,mixed,35.78286,10.76038,18161,5324,3.41,1.748,10388.5,9,27,0.561,1.3,2259,2
MAH_0000,Mahdia,mixed,residential,35.4393,11.07523,7514,2580,2.91,1.992,3771.2,10,11,0.867,1.0,617,1
MAH_0001,Mahdia,mixed,commercial,35.45703,11.0029,6398,2081,3.07,2.275,2811.9,37,15,0.86,1.6,893,2
MAH_0002,Mahdia,mixed,park,35.51339,11.04226,7683,2176,3.53,4.016,1913.2,2,8,0.69,0.9,430,1
MAH_0003,Mahdia,mixed,mixed,35.44571,11.04576,12971,5129,2.53,0.732,17709.3,12,18,0.755,1.3,1956,2
MAH_0004,Mahdia,mixed,periphery,35.5432,11.04248,10865,2708,4.01,0.888,12241.4,0,8,0.557,0.8,835,1
MAH_0005,Mahdia,mixed,periphery,35.44671,11.15484,5001,1508,3.32,1.594,3137.7,1,5,0.547,0.8,349,1
MAH_0006,Mahdia,mixed,periphery,35.48125,11.02939,5869,1575,3.73,1.214,4836.3,4,7,0.278,0.8,540,1
MAH_0007,Mahdia,mixed,park,35.51407,10.99632,7974,2028,3.93,1.529,5215.3,3,2,0.564,0.9,613,1
MAH_0008,Mahdia,mixed,periphery,35.49211,11.12617,18124,5487,3.3,4.437,4085.1,0,22,0.559,0.8,1254,1
MAH_0009,Mahdia,mixed,mixed,35.5132,11.13279,8425,3328,2.53,3.482,2419.3,11,9,0.493,1.3,1108,2
MAH_0010,Mahdia,mixed,mixed,35.50557,11.08331,21446,6597,3.25,7.474,2869.4,6,31,0.489,1.3,2071,1
MAH_0011,Mahdia,mixed,residential,35.52419,11.06465,8003,2825,2.83,0.977,8189.2,3,7,0.889,1.0,673,1
MAH_0012,Mahdia,mixed,mixed,35.4813,11.04592,3472,1203,2.89,0.343,10122.4,10,2,0.568,1.3,461,2
MAH_0013,Mahdia,mixed,park,35.53954,11.06913,7440,2534,2.94,2.235,3328.3,1,7,0.582,0.9,720,1
MAH_0014,Mahdia,mixed,park,35.56002,10.99075,9985,2727,3.66,2.475,4035.0,2,19,0.422,0.9,691,1
MAH_0015,Mahdia,mixed,residential,35.5176,10.99494,8728,1874,4.66,4.991,1748.8,4,11,0.613,1.0,830,1
MAH_0016,Mahdia,mixed,mixed,35.46063,11.16047,16864,4345,3.88,4.778,3529.4,12,14,0.464,1.3,1684,1
MAH_0017,Mahdia,mixed,residential,35.49099,10.99297,5743,2207,2.6,2.675,2146.6,6,8,0.515,1.0,546,1
MAH_0018,Mahdia,mixed,periphery,35.45099,11.081,7226,1804,4.01,0.989,7307.3,3,4,0.62,0.8,542,1
MAH_0019,Mahdia,mixed,residential,35.51401,11.0421,9233,2783,3.32,2.663,3467.4,7,12,0.682,1.0,851,1
MAH_0020,Mahdia,mixed,residential,35.4863,11.0023,4729,1426,3.31,2.514,1881.1,8,7,0.743,1.0,352,1
MAH_0021,Mahdia,mixed,mixed,35.51114,11.12635,6294,2048,3.07,1.358,4635.7,11,9,0.876,1.3,717,2
MAH_0022,Mahdia,mixed,commercial,35.50848,11.05712,9595,2601,3.69,0.66,14537.4,24,19,0.272,1.6,1283,2
MAH_0023,Mahdia,mixed,residential,35.53052,11.07424,2557,866,2.95,2.276,1123.2,5,10,0.47,1.0,340,2
MAH_0024,Mahdia,mixed,mixed,35.54426,11.1042,14588,4388,3.32,1.287,11337.0,14,19,0.684,1.3,1913,2
MAH_0025,Mahdia,mixed,commercial,35.46725,11.08736,2977,826,3.6,6.185,481.3,21,3,0.39,1.6,416,2
MAH_0026,Mahdia,mixed,periphery,35.55121,11.00954,11512,2750,4.18,2.439,4719.4,4,15,0.049,0.8,904,1
MAH_0027,Mahdia,mixed,park,35.52873,11.03646,10439,2780,3.75,1.074,9719.2,2,13,0.679,0.9,1002,1
MAH_0028,Mahdia,mixed,periphery,35.5698,11.06263,6824,1943,3.51,10.659,640.2,1,11,0.649,0.8,553,1
MAH_0029,Mahdia,mixed,commercial,35.45111,11.02178,3535,1041,3.39,1.067,3313.9,14,2,0.252,1.6,522,2
MAH_0030,Mahdia,mixed,residential,35.49596,10.98839,9810,2878,3.41,0.763,12853.6,7,14,0.691,1.0,688,1
MAH_0031,Mahdia,mixed,mixed,35.55983,11.12497,5818,1825,3.19,1.543,3771.4,12,8,0.654,1.3,683,2
MAH_0032,Mahdia,mixed,mixed,35.4705,11.13529,14939,4308,3.47,0.301,49560.6,17,18,0.293,1.3,2383,2
MAH_0033,Mahdia,mixed,residential,35.48674,11.00679,6530,1671,3.91,1.671,3908.1,6,9,0.072,1.0,499,1
MAH_0034,Mahdia,mixed,residential,35.52288,11.03315,8516,2889,2.95,4.827,1764.3,9,13,0.381,1.0,907,2
MAH_0035,Mahdia,mixed,park,35.49371,10.99649,3668,858,4.27,0.744,4930.8,3,8,0.531,0.9,289,1
MAH_0036,Mahdia,mixed,commercial,35.49537,11.02336,17243,5470,3.15,3.487,4944.6,29,24,0.31,1.6,2387,2
MAH_0037,Mahdia,mixed,park,35.49367,11.09506,9465,2512,3.77,0.701,13507.5,1,15,0.669,0.9,784,1
MAH_0038,Mahdia,mixed,periphery,35.48632,11.12947,10380,5234,1.98,2.054,5053.2,0,6,0.7,0.8,627,1
MAH_0039,Mahdia,mixed,commercial,35.45086,10.96574,10353,2858,3.62,1.658,6242.6,34,13,0.361,1.6,1649,2
MAH_0040,Mahdia,mixed,residential,35.58026,11.14079,6852,1702,4.02,0.477,14373.1,4,7,0.212,1.0,722,2
MAH_0041,Mahdia,mixed,periphery,35.4729,11.13322,7449,2419,3.08,4.784,1557.0,2,8,0.793,0.8,506,1
MAH_0042,Mahdia,mixed,periphery,35.42149,11.08222,13136,3540,3.71,1.646,7981.5,2,15,0.211,0.8,1145,1
MAH_0043,Mahdia,mixed,residential,35.6129,11.13294,6393,2003,3.19,1.434,4459.1,4,11,0.404,1.0,461,1
MAH_0044,Mahdia,mixed,park,35.44855,11.05867,15589,4192,3.72,1.436,10857.1,3,20,0.772,0.9,987,1
MAH_0045,Mahdia,mixed,periphery,35.49322,11.01176,8136,2309,3.52,1.234,6593.2,3,12,0.443,0.8,613,1
MAH_0046,Mahdia,mixed,park,35.61104,11.13962,7133,2014,3.54,0.977,7299.5,2,7,0.755,0.9,419,1
MAH_0047,Mahdia,mixed,commercial,35.46912,11.00681,11046,4254,2.6,1.48,7463.8,28,13,0.808,1.6,1628,2
MAH_0048,Mahdia,mixed,periphery,35.50869,11.18399,10356,2856,3.63,1.108,9347.1,0,10,0.569,0.8,752,1
MAH_0049,Mahdia,mixed,residential,35.58794,11.11123,12780,4522,2.83,0.987,12945.8,6,19,0.738,1.0,1522,2
SFA_0000,Sfax,urban,industrial,34.61237,10.73988,22682,7140,3.18,4.569,4964.5,2,28,0.861,0.7,777,0
SFA_0001,Sfax,urban,residential,34.8172,10.77925,22807,8021,2.84,1.755,12997.5,4,26,0.32,1.0,1415,1
SFA_0002,Sfax,urban,residential,34.72577,10.63383,23122,6567,3.52,0.569,40620.5,2,25,0.819,1.0,2298,1
SFA_0003,Sfax,urban,mixed,34.72688,10.81147,14726,3993,3.69,3.749,3928.1,12,10,0.662,1.3,1532,2
SFA_0004,Sfax,urban,park,34.71406,10.80032,23946,8230,2.91,2.488,9625.1,2,29,0.043,0.9,1704,1
SFA_0005,Sfax,urban,residential,34.73606,10.82528,19290,5954,3.24,1.493,12923.2,7,25,0.118,1.0,1817,1
SFA_0006,Sfax,urban,commercial,34.74876,10.72417,5320,1608,3.31,0.57,9327.6,27,18,0.82,1.6,713,2
SFA_0007,Sfax,urban,residential,34.68777,10.78274,24544,6681,3.67,2.177,11273.5,1,35,0.48,1.0,2578,2
SFA_0008,Sfax,urban,residential,34.77952,10.78603,23808,6677,3.57,0.939,25351.6,4,29,0.875,1.0,2957,2
SFA_0009,Sfax,urban,residential,34.76319,10.70162,6959,1509,4.61,1.634,4258.8,8,3,0.488,1.0,592,1
SFA_0010,Sfax,urban,residential,34.71272,10.80261,52406,13148,3.99,1.547,33870.3,5,69,0.418,1.0,3919,1
SFA_0011,Sfax,urban,park,34.68219,10.70456,11420,2549,4.48,0.803,14223.0,1,19,0.412,0.9,1159,2
SFA_0012,Sfax,urban,park,34.75685,10.76811,42587,10513,4.05,0.671,63490.0,1,51,0.141,0.9,5229,2
SFA_0013,Sfax,urban,residential,34.71003,10.66867,34389,10444,3.29,1.068,32200.3,6,35,0.939,1.0,4071,2
SFA_0014,Sfax,urban,residential,34.75004,10.74223,7190,2054,3.5,1.895,3794.5,3,12,0.687,1.0,699,1
SFA_0015,Sfax,urban,residential,34.72112,10.82329,19709,6927,2.85,4.413,4466.3,6,27,0.943,1.0,1468,1
SFA_0016,Sfax,urban,industrial,34.69697,10.75638,38900,9794,3.97,1.965,19798.4,1,48,0.524,0.7,2830,1
SFA_0017,Sfax,urban,commercial,34.76369,10.86474,14501,4073,3.56,1.332,10882.8,28,18,0.616,1.6,1886,2
SFA_0018,Sfax,urban,residential,34.74299,10.80482,46020,11775,3.91,1.061,43392.6,2,65,0.51,1.0,5313,2
SFA_0019,Sfax,urban,residential,34.77281,10.79846,14062,4599,3.06,11.275,1247.2,5,23,0.6,1.0,1224,1
SFA_0020,Sfax,urban,residential,34.76396,10.79328,25881,8591,3.01,0.991,26115.1,3,34,0.593,1.0,2478,1
SFA_0021,Sfax,urban,industrial,34.69487,10.80625,10997,2651,4.15,7.52,1462.4,0,10,0.475,0.7,760,1
SFA_0022,Sfax,urban,commercial,34.72171,10.75642,16052,3637,4.41,0.777,20647.2,24,20,0.609,1.6,2340,2
SFA_0023,Sfax,urban,park,34.70358,10.79841,20525,6084,3.37,2.474,8297.1,2,22,0.809,0.9,1387,1
SFA_0024,Sfax,urban,commercial,34.74735,10.73191,29228,10588,2.76,1.712,17074.4,18,34,0.401,1.6,4115,2
SFA_0025,Sfax,urban,park,34.7669,10.71236,25958,6698,3.87,1.169,22203.6,3,37,0.187,0.9,2162,1
SFA_0026,Sfax,urban,residential,34.70539,10.82451,19707,4819,4.09,9.6,2052.7,5,24,0.316,1.0,1563,1
SFA_0027,Sfax,urban,residential,34.75205,10.7902,40560,9234,4.39,0.526,77094.2,7,45,0.871,1.0,5195,2
SFA_0028,Sfax,urban,mixed,34.76233,10.67057,17693,5092,3.47,3.292,5374.4,16,20,0.664,1.3,2149,2
SFA_0029,Sfax,urban,mixed,34.6973,10.8581,10887,4039,2.69,3.201,3401.4,11,20,0.781,1.3,1111,2
SFA_0030,Sfax,urban,commercial,34.63176,10.67951,10521,3758,2.8,1.586,6632.8,30,10,0.847,1.6,1399,2
SFA_0031,Sfax,urban,residential,34.72816,10.75329,16552,3882,4.26,0.71,23315.7,5,25,0.798,1.0,1514,1
SFA_0032,Sfax,urban,commercial,34.71782,10.75344,32416,8934,3.63,1.82,17812.2,26,40,0.32,1.6,6682,2
SFA_0033,Sfax,urban,mixed,34.66372,10.78761,26321,7723,3.41,1.601,16444.6,8,28,0.328,1.3,3127,2
SFA_0034,Sfax,urban,mixed,34.76817,10.72401,20264,7091,2.86,1.083,18703.9,12,33,0.254,1.3,3048,2
SFA_0035,Sfax,urban,commercial,34.69704,10.72377,11542,2977,3.88,1.092,10568.2,31,12,0.546,1.6,1868,2
SFA_0036,Sfax,urban,industrial,34.76619,10.79028,16724,5034,3.32,1.025,16309.0,0,29,0.761,0.7,1191,1
SFA_0037,Sfax,urban,residential,34.76667,10.7425,9047,2743,3.3,1.272,7112.8,2,16,0.661,1.0,603,1
SFA_0038,Sfax,urban,commercial,34.76952,10.79524,15086,4591,3.29,0.661,22813.6,26,21,0.651,1.6,3671,2
SFA_0039,Sfax,urban,residential,34.76245,10.71141,10452,2482,4.21,1.494,6994.8,6,13,0.346,1.0,975,1
SFA_0040,Sfax,urban,commercial,34.71583,10.75858,56976,15785,3.61,3.288,17327.2,27,88,0.599,1.6,8478,2
SFA_0041,Sfax,urban,commercial,34.83497,10.7625,18687,5726,3.26,0.762,24536.1,22,37,0.504,1.6,2769,2
SFA_0042,Sfax,urban,park,34.75106,10.70245,29223,10531,2.77,0.553,52874.7,4,43,0.257,0.9,3116,2
SFA_0043,Sfax,urban,commercial,34.76511,10.67888,28351,6794,4.17,1.564,18127.3,24,33,0.639,1.6,4632,2
SFA_0044,Sfax,urban,residential,34.75982,10.80807,20407,5749,3.55,1.474,13846.3,9,27,0.916,1.0,2177,2
SFA_0045,Sfax,urban,residential,34.76553,10.80695,14184,4491,3.16,0.738,19209.5,3,16,0.877,1.0,1344,1
SFA_0046,Sfax,urban,commercial,34.76511,10.76795,9811,2454,4.0,0.518,18942.5,23,12,0.536,1.6,1637,2
SFA_0047,Sfax,urban,residential,34.66254,10.83521,11669,3864,3.02,0.541,21561.1,9,12,0.453,1.0,1452,2
SFA_0048,Sfax,urban,commercial,34.74782,10.75248,16601,4765,3.48,9.519,1743.9,27,23,0.829,1.6,2298,2
SFA_0049,Sfax,urban,residential,34.8049,10.7923,29519,7954,3.71,2.135,13826.7,5,48,0.133,1.0,3466,2
KAI_0000,Kairouan,mixed,residential,35.64717,10.10116,16381,4090,4.0,3.514,4661.6,5,22,0.326,1.0,1368,1
KAI_0001,Kairouan,mixed,residential,35.73845,10.15476,13328,4425,3.01,5.963,2235.0,6,18,0.964,1.0,1153,1
KAI_0002,Kairouan,mixed,commercial,35.68282,10.12738,9520,2804,3.39,2.257,4218.4,29,11,0.71,1.6,1130,2
KAI_0003,Kairouan,mixed,residential,35.65853,10.10514,21463,5900,3.64,4.942,4342.7,5,29,0.56,1.0,2035,1
KAI_0004,Kairouan,mixed,periphery,35.59639,10.13599,8826,2867,3.08,0.673,13115.2,2,13,0.62,0.8,714,1
KAI_0005,Kairouan,mixed,commercial,35.68958,10.10362,6897,1787,3.86,2.969,2323.1,20,11,0.329,1.6,803,2
KAI_0006,Kairouan,mixed,commercial,35.68404,10.06805,5904,1493,3.95,2.628,2246.7,29,4,0.639,1.6,983,2
KAI_0007,Kairouan,mixed,residential,35.65289,10.17423,9200,2407,3.82,1.522,6045.0,1,10,0.55,1.0,700,1
KAI_0008,Kairouan,mixed,residential,35.6364,10.04575,10536,3038,3.47,4.682,2250.1,5,18,0.489,1.0,781,1
KAI_0009,Kairouan,mixed,commercial,35.66537,10.11914,13974,6749,2.07,0.277,50447.8,41,27,0.574,1.6,2424,2
KAI_0010,Kairouan,mixed,park,35.72202,10.131,5594,1375,4.07,0.619,9037.1,3,10,0.071,0.9,395,1
KAI_0011,Kairouan,mixed,mixed,35.6639,10.10537,6728,1663,4.05,3.104,2167.8,14,10,0.485,1.3,747,2
KAI_0012,Kairouan,mixed,mixed,35.66589,10.07051,13525,4730,2.86,1.15,11763.7,14,15,0.3,1.3,2205,2
KAI_0013,Kairouan,mixed,residential,35.66087,10.13344,3604,1434,2.51,1.246,2892.0,5,3,0.416,1.0,357,1
KAI_0014,Kairouan,mixed,commercial,35.68469,10.15309,24294,7661,3.17,0.756,32132.1,26,25,0.075,1.6,4527,2
KAI_0015,Kairouan,mixed,mixed,35.66263,10.04253,11205,2974,3.77,4.811,2329.2,12,15,0.459,1.3,1511,2
KAI_0016,Kairouan,mixed,residential,35.65935,10.04574,23399,5709,4.1,0.957,24442.0,3,32,0.581,1.0,2405,2
KAI_0017,Kairouan,mixed,mixed,35.65056,10.1141,14058,3370,4.17,0.745,18865.2,13,21,0.431,1.3,2066,2
KAI_0018,Kairouan,mixed,residential,35.62117,10.16177,29815,8460,3.52,2.366,12603.2,6,35,0.128,1.0,3420,2
KAI_0019,Kairouan,mixed,commercial,35.64882,10.04862,18296,4494,4.07,1.777,10296.3,38,24,0.066,1.6,2857,2
KAI_0020,Kairouan,mixed,residential,35.65328,10.03341,21542,5879,3.66,3.829,5626.6,7,20,0.311,1.0,2133,1
KAI_0021,Kairouan,mixed,periphery,35.71078,10.11957,6963,4642,1.5,0.613,11367.1,3,3,0.781,0.8,484,1
KAI_0022,Kairouan,mixed,park,35.79163,10.19111,7253,1746,4.15,4.723,1535.8,4,7,0.336,0.9,566,1
KAI_0023,Kairouan,mixed,residential,35.80005,10.05807,8513,2267,3.75,1.167,7295.7,7,7,0.413,1.0,876,2
KAI_0024,Kairouan,mixed,commercial,35.72992,10.14773,10602,2918,3.63,11.732,903.7,21,13,0.916,1.6,1577,2
KAI_0025,Kairouan,mixed,park,35.70038,10.19897,53671,15272,3.51,0.618,86816.0,6,68,0.585,0.9,4868,1
KAI_0026,Kairouan,mixed,mixed,35.75476,10.16551,17880,5230,3.42,2.235,7999.8,12,17,0.281,1.3,2272,2
KAI_0027,Kairouan,mixed,commercial,35.73533,10.14657,24893,8609,2.89,0.397,62640.7,33,28,0.362,1.6,4336,2
KAI_0028,Kairouan,mixed,park,35.67386,10.08396,8754,2466,3.55,2.692,3252.5,3,7,0.71,0.9,700,1
KAI_0029,Kairouan,mixed,mixed,35.6255,10.1079,15478,4251,3.64,1.689,9162.0,11,11,0.303,1.3,1533,1
KAI_0030,Kairouan,mixed,residential,35.69367,10.13654,12125,4012,3.02,2.08,5830.2,4,10,0.444,1.0,1259,2
KAI_0031,Kairouan,mixed,mixed,35.71929,10.00686,15149,3755,4.03,1.067,14197.5,10,25,0.517,1.3,1916,2
KAI_0032,Kairouan,mixed,residential,35.79471,10.12084,4266,1449,2.94,3.702,1152.3,7,5,0.85,1.0,380,1
KAI_0033,Kairouan,mixed,mixed,35.66923,10.10659,7541,2415,3.12,1.053,7160.9,13,5,0.433,1.3,904,2
KAI_0034,Kairouan,mixed,park,35.65319,10.0198,2620,832,3.15,0.802,3268.0,4,4,0.483,0.9,206,1
KAI_0035,Kairouan,mixed,residential,35.68131,10.09876,11659,2890,4.03,1.962,5942.5,3,10,0.587,1.0,1069,1
KAI_0036,Kairouan,mixed,residential,35.66659,10.11412,12741,3730,3.42,2.199,5793.9,10,13,0.537,1.0,998,1
KAI_0037,Kairouan,mixed,periphery,35.6276,10.2027,14047,4091,3.43,0.495,28402.1,2,15,0.652,0.8,1264,1
KAI_0038,Kairouan,mixed,mixed,35.74147,10.08251,13043,3899,3.34,2.396,5443.9,11,21,0.644,1.3,1353,2
KAI_0039,Kairouan,mixed,park,35.73636,9.95899,8353,2484,3.36,0.599,13955.2,3,10,0.219,0.9,894,2
KAI_0040,Kairouan,mixed,residential,35.72108,10.11078,11091,2705,4.1,1.722,6440.2,5,14,0.367,1.0,818,1
KAI_0041,Kairouan,mixed,residential,35.72001,10.06122,7426,2113,3.51,1.54,4822.5,4,13,0.468,1.0,693,1
KAI_0042,Kairouan,mixed,park,35.68167,10.06437,23444,6377,3.68,1.705,13751.9,2,43,0.516,0.9,1876,1
KAI_0043,Kairouan,mixed,residential,35.58778,10.05494,13124,3612,3.63,2.229,5887.6,6,18,0.422,1.0,1033,1
KAI_0044,Kairouan,mixed,commercial,35.70926,10.18907,14313,4402,3.25,0.546,26191.9,25,13,0.761,1.6,2600,2
KAI_0045,Kairouan,mixed,periphery,35.75448,10.14468,18488,4583,4.03,4.011,4609.9,6,21,0.699,0.8,1391,1
KAI_0046,Kairouan,mixed,mixed,35.64908,10.20675,4624,1187,3.9,0.939,4924.3,16,2,0.877,1.3,456,1
KAI_0047,Kairouan,mixed,residential,35.64278,10.11024,7979,2099,3.8,2.847,2803.0,4,10,0.244,1.0,605,1
KAI_0048,Kairouan,mixed,residential,35.63347,10.10278,24355,6658,3.66,0.695,35021.3,2,40,0.631,1.0,3288,2
KAI_0049,Kairouan,mixed,mixed,35.67964,10.02262,22385,5763,3.88,0.857,26113.6,14,26,0.616,1.3,3313,2
KAS_0000,Kasserine,rural,mixed,35.13536,8.90631,11452,3111,3.68,3.101,3692.5,11,15,0.153,1.3,1394,2
KAS_0001,Kasserine,rural,residential,35.28509,8.83781,3591,1067,3.36,1.129,3182.1,6,2,0.011,1.0,353,1
KAS_0002,Kasserine,rural,periphery,35.16864,8.91278,5488,1315,4.17,0.448,12253.8,2,8,0.346,0.8,599,2
KAS_0003,Kasserine,rural,residential,35.13219,8.87926,9117,2323,3.92,4.943,1844.6,2,13,0.501,1.0,886,1
KAS_0004,Kasserine,rural,residential,35.1798,8.81845,18333,5927,3.09,1.062,17256.4,3,19,0.156,1.0,2168,2
KAS_0005,Kasserine,rural,residential,35.20698,8.80665,16675,5281,3.16,1.006,16575.4,5,29,0.288,1.0,1699,2
KAS_0006,Kasserine,rural,mixed,35.24256,8.77037,2895,741,3.9,4.924,587.9,15,6,0.384,1.3,417,2
KAS_0007,Kasserine,rural,residential,35.27802,8.86631,13252,3418,3.88,3.196,4146.9,4,13,0.615,1.0,1116,1
KAS_0008,Kasserine,rural,residential,35.19876,8.85152,8547,2316,3.69,1.521,5621.2,3,10,0.339,1.0,701,1
KAS_0009,Kasserine,rural,residential,35.10042,8.92926,6693,1901,3.52,1.895,3532.5,5,6,0.375,1.0,695,2
KAS_0010,Kasserine,rural,residential,35.14306,8.95795,6514,2814,2.31,0.411,15840.0,2,11,0.371,1.0,735,2
KAS_0011,Kasserine,rural,residential,35.13159,8.71833,7938,1849,4.29,3.75,2116.8,5,14,0.656,1.0,745,1
KAS_0012,Kasserine,rural,periphery,35.11754,8.81531,2871,803,3.57,1.914,1499.9,3,3,0.441,0.8,209,1
KAS_0013,Kasserine,rural,periphery,35.12061,8.84564,8992,2256,3.98,1.992,4513.8,0,14,0.765,0.8,781,1
KAS_0014,Kasserine,rural,residential,35.168,8.7826,7919,2259,3.5,4.004,1978.0,4,11,0.847,1.0,695,1
KAS_0015,Kasserine,rural,residential,35.20575,8.93696,7845,3535,2.22,2.07,3789.9,3,8,0.332,1.0,776,1
KAS_0016,Kasserine,rural,periphery,35.17739,8.81607,10327,5429,1.9,2.115,4882.6,2,13,0.899,0.8,617,1
KAS_0017,Kasserine,rural,periphery,35.13551,8.8534,5934,1802,3.29,1.713,3464.4,1,10,0.646,0.8,541,1
KAS_0018,Kasserine,rural,periphery,35.11784,8.78547,21929,6074,3.61,3.095,7084.6,2,31,0.279,0.8,1499,1
KAS_0019,Kasserine,rural,residential,35.10052,8.77308,12698,4212,3.01,4.0,3174.6,7,10,0.528,1.0,912,1
KAS_0020,Kasserine,rural,periphery,35.06826,8.80704,5969,1781,3.35,7.55,790.6,2,7,0.759,0.8,374,1
KAS_0021,Kasserine,rural,residential,35.12077,8.84962,3811,961,3.96,0.889,4288.3,3,4,0.648,1.0,357,1
KAS_0022,Kasserine,rural,park,35.07436,8.92395,5234,1294,4.04,0.887,5903.6,1,6,0.068,0.9,375,1
KAS_0023,Kasserine,rural,periphery,35.11752,8.79017,7430,2400,3.09,1.4,5306.5,3,9,0.637,0.8,519,1
KAS_0024,Kasserine,rural,periphery,35.16202,8.8046,7908,2285,3.46,0.734,10769.4,2,9,0.905,0.8,738,1
KAS_0025,Kasserine,rural,park,35.20089,8.83965,13911,4085,3.4,2.397,5804.4,1,22,0.143,0.9,1024,1
KAS_0026,Kasserine,rural,residential,35.24233,8.84309,5790,1711,3.38,0.554,10450.1,5,8,0.373,1.0,557,1
KAS_0027,Kasserine,rural,periphery,35.2052,8.83375,16269,4544,3.58,1.463,11119.9,1,14,0.709,0.8,1086,1
KAS_0028,Kasserine,rural,periphery,35.26401,8.87311,3344,1166,2.87,3.17,1054.8,0,3,0.599,0.8,275,1
KAS_0029,Kasserine,rural,residential,35.18257,8.85948,6558,1907,3.44,1.723,3806.8,8,11,0.55,1.0,634,1
KAS_0030,Kasserine,rural,residential,35.10843,8.82965,8036,2304,3.49,0.583,13774.9,6,10,0.512,1.0,747,1
KAS_0031,Kasserine,rural,periphery,35.20693,8.8821,11825,5582,2.12,2.166,5459.0,2,12,0.095,0.8,943,1
KAS_0032,Kasserine,rural,periphery,35.17063,8.88901,11572,3672,3.15,2.947,3927.2,3,21,0.034,0.8,799,1
KAS_0033,Kasserine,rural,residential,35.13208,8.83194,12715,4840,2.63,8.17,1556.3,11,15,0.363,1.0,1204,1
KAS_0034,Kasserine,rural,park,35.12877,8.8683,13834,3698,3.74,0.309,44776.0,1,19,0.841,0.9,1551,2
KAS_0035,Kasserine,rural,mixed,35.17037,8.8575,17113,6319,2.71,0.571,29988.1,10,26,0.816,1.3,2220,2
KAS_0036,Kasserine,rural,periphery,35.10902,8.822,5665,1751,3.23,2.052,2761.0,2,3,0.687,0.8,340,1
KAS_0037,Kasserine,rural,residential,35.06974,8.76219,8840,3302,2.68,1.342,6587.3,9,7,0.264,1.0,508,1
KAS_0038,Kasserine,rural,periphery,35.24021,8.89524,9142,2494,3.66,0.86,10629.5,1,14,0.246,0.8,842,1
KAS_0039,Kasserine,rural,residential,35.13623,8.92889,10154,3124,3.25,2.663,3813.1,2,11,0.2,1.0,888,1
KAS_0040,Kasserine,rural,residential,35.13422,8.86096,10216,2544,4.01,1.257,8126.1,5,11,0.381,1.0,863,1
KAS_0041,Kasserine,rural,periphery,35.18669,8.92262,12555,4002,3.14,1.331,9436.1,4,15,0.359,0.8,797,1
KAS_0042,Kasserine,rural,residential,35.25391,8.8309,13884,3909,3.55,2.008,6916.0,4,20,0.326,1.0,1353,1
KAS_0043,Kasserine,rural,residential,35.15272,8.80852,12299,3335,3.69,4.104,2996.7,4,11,0.643,1.0,952,1
KAS_0044,Kasserine,rural,periphery,35.08439,8.79787,10117,3002,3.37,0.896,11288.2,1,14,0.269,0.8,1049,2
KAS_0045,Kasserine,rural,periphery,35.149,8.82994,9924,3247,3.06,4.351,2280.9,1,11,0.323,0.8,655,1
KAS_0046,Kasserine,rural,residential,35.25575,8.83759,7850,2191,3.58,3.756,2090.0,3,11,0.721,1.0,502,1
KAS_0047,Kasserine,rural,residential,35.20846,8.75441,8031,2328,3.45,3.02,2659.1,5,6,0.799,1.0,810,2
KAS_0048,Kasserine,rural,periphery,35.22564,8.83685,12415,4120,3.01,1.474,8424.4,3,14,0.047,0.8,980,1
KAS_0049,Kasserine,rural,mixed,35.10971,8.7739,12579,4131,3.04,1.315,9562.8,18,17,0.469,1.3,1544,2
SID_0000,Sidi Bouzid,rural,periphery,35.06378,9.43483,14372,3830,3.75,0.91,15799.4,3,20,0.416,0.8,1208,1
SID_0001,Sidi Bouzid,rural,periphery,35.0419,9.51032,4130,1439,2.87,1.12,3687.9,1,5,0.596,0.8,300,1
SID_0002,Sidi Bouzid,rural,periphery,35.01875,9.55678,5895,1815,3.25,0.453,13003.6,2,3,0.104,0.8,546,1
SID_0003,Sidi Bouzid,rural,residential,35.02137,9.43687,5389,1696,3.18,1.296,4157.9,4,5,0.097,1.0,492,1
SID_0004,Sidi Bouzid,rural,residential,35.00923,9.43833,16789,5927,2.83,6.101,2751.9,7,22,0.322,1.0,1422,1
SID_0005,Sidi Bouzid,rural,park,35.10293,9.5157,18527,5272,3.51,0.896,20665.9,4,17,0.117,0.9,2215,2
SID_0006,Sidi Bouzid,rural,residential,35.00474,9.45582,26565,6513,4.08,1.985,13385.3,8,23,0.073,1.0,3604,2
